Path1,Column A,Column B,Column C,,name,CSV Reference,Paste Embed Code in This Column,Share Link,drill_category,drill_game_states,description,SOLIDIFICATION NUMBERS,Safe Name W/O Comma's,,tags,Quoted Description,createdDate,lastUpdated
Defense,,,Defense,RIT House and 1 Zone,RIT Zone - Playing X Options,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=JvCpwg0ONqefTADHDSo6"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=JvCpwg0ONqefTADHDSo6,,,"There are any options to play the ball at X depending on what you’d like to do with personnel. I don’t like the idea of leaving a player at X to look back up through the field -  but you may want to hold the pipes.

Rules
1) If you need to help and rotate -  do it.
2) The 1 and 3 Zones should be the primary players playing the wings.",200,RIT Zone - Playing X Options,RIT Zone,Defense - Advanced - Whole Unit (8+),"""There are any options to play the ball at X depending on what you’d like to do with personnel. I don’t like the idea of leaving a player at X to look back up through the field -  but you may want to hold the pipes.

Rules
1) If you need to help and rotate -  do it.
2) The 1 and 3 Zones should be the primary players playing the wings.""",2022-07-07T11:59:18.849Z,2024-04-19T01:36:52.613Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone Base,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Yz3YeXI9T0J6Kd5HC1rc"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Yz3YeXI9T0J6Kd5HC1rc,,,"This diagram depicts the perimeter zones occupied by the House Players.  The 
1 Zone is Red -  
2 Zone is Orange -  
3 Zone is Grey -  
6 Zone is Yellow 
4 Zone is Green

All of these zones will help backside on the crease and rotate to mitigate threats.",201,RIT Zone Base,RIT Zone Base,Defense - Advanced - Whole Unit (8+),"""This diagram depicts the perimeter zones occupied by the House Players.  The 
1 Zone is Red -  
2 Zone is Orange -  
3 Zone is Grey -  
6 Zone is Yellow 
4 Zone is Green

All of these zones will help backside on the crease and rotate to mitigate threats.""",2022-07-07T11:28:07.222Z,2024-04-18T17:32:37.980Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone Rules (Pass and Rotate),Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Ga1ttvpfmobVsE4N4pW9"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Ga1ttvpfmobVsE4N4pW9,,,"When a ball carrier took the ball from one zone to the other -  the players in the House would pass the player off like a zone and then rotate if necessary behind them.

This is a play that Union used often.",202,RIT Zone Rules (Pass and Rotate),RIT Zone Rules (Pass and Rotate),Defense - Advanced - Whole Unit (8+),"""When a ball carrier took the ball from one zone to the other -  the players in the House would pass the player off like a zone and then rotate if necessary behind them.

This is a play that Union used often.""",2022-07-07T11:57:35.106Z,2024-04-19T01:36:06.869Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone vs 2-3-1 - Holding the Pipes,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=j5ideji0Hm9URQLMKqJ9"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=j5ideji0Hm9URQLMKqJ9,,,As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we don’t want to play the ball at X as the ball is swinging -  the 4 and 6 zones will hold their positions.,203,RIT Zone vs 2-3-1 - Holding the Pipes,RIT Zone vs 2-3-1,Defense - Advanced - Whole Unit (8+),As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we don’t want to play the ball at X as the ball is swinging -  the 4 and 6 zones will hold their positions.,2022-07-07T11:40:51.933Z,2024-09-19T17:19:04.907Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone vs 2-3-1 - Pressing at X,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lJC36CTAz34Zs8TmpiB1"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=lJC36CTAz34Zs8TmpiB1,,,As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we want to put pressure on -  who will play it will depend on whether the ball side low zone got pulled to the wing or not.  In this example -  the low zone gets pulled up and the opposite side moves to play the ball at X.,204,RIT Zone vs 2-3-1 - Pressing at X,RIT Zone vs 2-3-1,Defense - Advanced - Whole Unit (8+),As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we want to put pressure on -  who will play it will depend on whether the ball side low zone got pulled to the wing or not.  In this example -  the low zone gets pulled up and the opposite side moves to play the ball at X.,2022-07-07T11:41:42.513Z,2024-04-18T17:45:25.685Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone vs 2-3-1 - Rotate to X,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LhGx2HOP3ZUCZ4WuWvlO"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=LhGx2HOP3ZUCZ4WuWvlO,,,As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we don’t want to play the ball at X as the ball is swinging -  the 4 and 6 zones will hold their positions.,205,RIT Zone vs 2-3-1 - Rotate to X,RIT Zone vs 2-3-1,Defense - Advanced - Whole Unit (8+),As the ball swings in a 2-3-1 -  we have the option to play the ball at X.  If we don’t want to play the ball at X as the ball is swinging -  the 4 and 6 zones will hold their positions.,2022-07-08T12:42:32.748Z,2024-04-18T17:46:16.125Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone vs 3-1-2 Carry Step Off to Open (Rotate),Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=gesoRwiF2jMvPz5PkiSC"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=gesoRwiF2jMvPz5PkiSC,,,"When a ball carrier took the ball from one zone to the other -  the players in the House would pass the player off like a zone and then rotate if necessary behind them.

This is a play that Union used often.",206,RIT Zone vs 3-1-2 Carry Step Off to Open (Rotate),RIT Zone vs 3-1-2 Carry Step Off to Open (Rotate),Defense - Advanced - Whole Unit (8+),"""When a ball carrier took the ball from one zone to the other -  the players in the House would pass the player off like a zone and then rotate if necessary behind them.

This is a play that Union used often.""",2022-07-07T11:49:38.284Z,2024-04-19T01:37:57.953Z
Defense,,,Defense,RIT House and 1 Zone,RIT Zone vs 3-1-2 Swing,Linked,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=7xUvfMLTiigHysNPlXmT"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=7xUvfMLTiigHysNPlXmT,,,This diagram shows how the RIT House and 1 Zone matches up against a 3-1-2 swinging the ball.,207,RIT Zone vs 3-1-2 Swing,RIT Zone vs 3-1-2 Swing,Defense - Advanced - Whole Unit (8+),This diagram shows how the RIT House and 1 Zone matches up against a 3-1-2 swinging the ball.,2022-07-07T11:38:10.657Z,2024-08-16T20:50:37.833Z
Defense,,,Defense,Slide and Recover Example,Rollback Double - Alley,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=sj1J0oB7ze3vrGrM20Z1"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=sj1J0oB7ze3vrGrM20Z1,,,The best time to double is right as an offensive player turns their head away from you.,208,Rollback Double - Alley,Rollback Double,Defense,The best time to double is right as an offensive player turns their head away from you.,2021-03-24T19:55:14.999Z,2024-03-14T16:41:30.251Z
Defense,,,Defense,Slide and Recover Example,Rollback Double - X,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=mLNEX26RAfsbeLdFELNb"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=mLNEX26RAfsbeLdFELNb,,,The best time to double is when the office of Player turns their head away from you.,213,Rollback Double - X,Rollback Double,Offense - Defense,The best time to double is when the office of Player turns their head away from you.,2021-03-24T19:58:33.705Z,2024-08-16T20:37:34.678Z
Defense,,,Defense,Wild Cat Zone,Strong Hand Alley vs Weak Hand Funnel,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=iSugpN8SEXGxsL7IeSVL"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=iSugpN8SEXGxsL7IeSVL,,,This slide will show the opportunity differences between a strong hand alley dodge and a weak hand funnel with a trap.,216,Strong Hand Alley vs Weak Hand Funnel,Strong Hand Alley vs Weak Hand Funnel,Defense - Advanced - Whole Unit (8+),This slide will show the opportunity differences between a strong hand alley dodge and a weak hand funnel with a trap.,2022-07-19T11:24:46.170Z,2022-07-19T11:38:50.629Z
Defense,,,Defense,Wild Cat Zone,Wild Cat String and Funnel Zone (Zone Overview),,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Pi6CsmPHzf7FQvA7MGiy"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Pi6CsmPHzf7FQvA7MGiy,,,"This diagram depicts Wild Cat Zones
1 Zone is Red -  
2 Zone is Orange -  
3 Zone is Grey -  
4 Zone is Green
5 Zone is Blue 
6 Zone is Yellow",217,Wild Cat String and Funnel Zone (Zone Overview),Wild Cat String and Funnel Zone (Zone Overview),Defense - Advanced - Whole Unit (8+),"""This diagram depicts Wild Cat Zones
1 Zone is Red -  
2 Zone is Orange -  
3 Zone is Grey -  
4 Zone is Green
5 Zone is Blue 
6 Zone is Yellow 
""",2022-07-13T11:24:24.712Z,2025-01-19T19:15:36.114Z
Defense,,,Defense,Wild Cat Zone,Wild Cat String vs 2-3-1,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=6w12KlTEZH4epa3BVns0"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=6w12KlTEZH4epa3BVns0,,,In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.,218,Wild Cat String vs 2-3-1,Wild Cat String vs 2-3-1,Defense - Advanced - Whole Unit (8+),In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.,2022-07-13T11:33:46.187Z,2025-01-20T13:27:57.419Z
Defense,,,Defense,Wild Cat Zone,Wild Cat String vs Open,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=bRaeiajeLlkUZU67lpKN"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=bRaeiajeLlkUZU67lpKN,,,In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.,219,Wild Cat String vs Open,Wild Cat String vs Open,Defense - Advanced - Whole Unit (8+),In the Wild Cat Zone -  the Hawk and Cat will string up to top center and down to X.   One of the main tenets of the zone is that we must have pressure back at X as we will only ever play X with one player.  There must be pressure because we will always try to trap on the corners.,2022-07-13T12:00:29.598Z,2025-01-19T19:23:49.552Z
Defense,,,Defense,Transition Defense,Zone Defensive Transition,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=Ro4A68l3u18dJij35TNb"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=Ro4A68l3u18dJij35TNb,,,This defensive transition pattern uses zone principles to ensure that the paint or whole is covered during defensive transition.  When there are 3 defenseman -  they will create a triangle.  When there are 4 defensem and -  they will create a box.  When there are 5 defenseman -  they will create a 5 on a die formation and when there are 6 players -  they will matchup once the opportunity presents itself.,215,Zone Defensive Transition,Zone Defensive Transition,Defense - Ride,This defensive transition pattern uses zone principles to ensure that the paint or whole is covered during defensive transition.  When there are 3 defenseman -  they will create a triangle.  When there are 4 defensem and -  they will create a box.  When there are 5 defenseman -  they will create a 5 on a die formation and when there are 6 players -  they will matchup once the opportunity presents itself.,2021-01-03T14:31:06.260Z,2025-02-07T17:45:21.281Z
Offense,Offense,How to Beat a Zone,Draw and Dump,Side 3v2,Alley Dodge and Nearside Sneak,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=i7GSgzit5zVhUOdtnXyP"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=i7GSgzit5zVhUOdtnXyP,,,This is the Cuse Motion Offense vs a 3-3 zone.,393,Alley Dodge and Nearside Sneak,Alley Dodge and Nearside Sneak,Offense,This is the Cuse Motion Offense vs a 3-3 zone.,2022-02-23T12:16:25.348Z,2022-02-24T20:27:45.616Z
Offense,Offense,How to Beat a Zone,Draw and Dump,Fade and Follow - Shorty Top Center,Fade and Follow vs Zone,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=GVwNeoqmrvUhLFE7CyhK"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=GVwNeoqmrvUhLFE7CyhK,,,,390,Fade and Follow vs Zone,Fade and Follow vs Zone,,,2022-02-22T11:44:46.900Z,2022-02-22T11:47:01.386Z
Offense,Offense,How to Beat a Zone,Draw and Dump,Fade and Follow - Shorty Top Center,Fade and Follow vs Zone,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=lTzsEu6Pp2xzZ94I4nbg"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=lTzsEu6Pp2xzZ94I4nbg,,,,389,Fade and Follow vs Zone,Fade and Follow vs Zone,,,2022-02-22T11:48:55.441Z,2022-02-22T11:47:01.386Z
Offense,Offense,How to Beat a Zone,Draw and Dump,Picking in Zones,Pick the Zone - Top Center,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=5bLGaRp9t1rPlWUCA60M"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=5bLGaRp9t1rPlWUCA60M,,,,392,Pick the Zone - Top Center,Pick the Zone,,,2022-02-20T11:58:26.454Z,2022-02-23T12:32:48.490Z
Offense,Offense,How to Beat a Zone,Draw and Dump,Side 3v2,Push From X,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=MV0qfNwnTWMxtHEvdYMK"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=MV0qfNwnTWMxtHEvdYMK,,,This is a play in the 1-4–1 carry step off offense.,394,Push From X,Push From X,,This is a play in the 1-4–1 carry step off offense.,2022-02-20T12:36:01.847Z,2022-02-24T19:33:07.124Z
Offense,Offense,How to Beat a Zone,Draw and Dump,Fade and Follow - Shorty Top Center,Zone Base,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=LDLutcvbpxJPh7Ofblqq"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=LDLutcvbpxJPh7Ofblqq,,,This is a play in the 1-4–1 carry step off offense.,391,Zone Base,Zone Base,,This is a play in the 1-4–1 carry step off offense.,2022-02-22T11:42:52.099Z,2022-02-20T11:58:15.537Z
Offense,Offense,How to Beat a Zone,Draw and Dump,Side 3v2,Zone base,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=I9u2hz1ploOkCt4oO97g"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=I9u2hz1ploOkCt4oO97g,,,This is a play in the 1-4–1 carry step off offense.,395,Zone base,Zone base,,This is a play in the 1-4–1 carry step off offense.,2022-02-20T12:01:48.056Z,2022-02-20T11:58:15.537Z
Offense,,Offense,How to Beat a Zone,Beat Your Man and Score,1-3 Zone - Beat Your Man,,"<iframe width=""500"" height=""500"" src=""https://lacrosse.labradorsports.com/play?l=pebZk3u3godXbODcQu8X"" style=""max-width: 100%""></iframe>",https://lacrosse.labradorsports.com/play?l=pebZk3u3godXbODcQu8X,,,This is a play in the 1-4–1 carry step off offense.,385,1-3 Zone - Beat Your Man,1-3 Zone,,This is a play in the 1-4–1 carry step off offense.,2022-02-23T11:31:08.941Z,2024-12-28T17:30:35.141Z
