name,Vimeo Connection to Map,Reference ID,Strategy Categories,Strategy Name,Lacrosse Lab Link (JSONB Array),description (Combined),Paste Embed Code in This Column (JSONB Array)
"Rush Play - Power Play - Righty Finish","","","Box","Rush Play - Power Play - Righty Finish","[""https://lacrosse.labradorsports.com/play?l=i6ydBZizgcrk0FIuZ4Ou""]","A multi look play by the Rush - All Looks.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=i6ydBZizgcrk0FIuZ4Ou\"" style=\""max-width: 100%\""></iframe>""]"
"Rutgers (21-12)","","","Offense - Set Plays","Rutgers (21-12)","[""https://lacrosse.labradorsports.com/play?l=BthJxaukleWsVrgtUb4A""]","Rutgers is a set play within the 21-12 Offenae.  It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation.

There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=BthJxaukleWsVrgtUb4A\"" style=\""max-width: 100%\""></iframe>""]"
"Rutgers 2-2-2 (21-21)","","","Offense - Set Plays","Rutgers 2-2-2 (21-21)","[""https://lacrosse.labradorsports.com/play?l=5MPiGVtuAHezWPtm2S5K""]","Rutgers is a set play within the 21-12 Offenae.  It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation.

There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=5MPiGVtuAHezWPtm2S5K\"" style=\""max-width: 100%\""></iframe>""]"
"Rutgers 2-2-2 (21-21) continued","","","Offense - Set Plays","Rutgers 2-2-2 (21-21) continued","[""https://lacrosse.labradorsports.com/play?l=l62GI2zI33FqWzdxoc48""]","<p>Rutgers is a set play within the 21-12 Offenae. It utilizes the dodge follow float midfield motion and clear through fill fill attack rotation. There is the option to have the clear through attackman pick for the cutting midfielder -  but sometimes it just mucks things up.</p>","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=l62GI2zI33FqWzdxoc48\"" style=\""max-width: 100%\""></iframe>""]"
"Single","","","Offense - Set Plays","Single","[""https://lacrosse.labradorsports.com/play?l=nOjJKn04EmSI1wVwaYJO""]","Single is an Endline play run out of a 2-3-1.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=nOjJKn04EmSI1wVwaYJO\"" style=\""max-width: 100%\""></iframe>""]"
"Skeleton Clears","","","Clearing","Skeleton Clears","[""https://lacrosse.labradorsports.com/play?l=rGeK9SpsldV6jkFh328n"",""https://lacrosse.labradorsports.com/play?l=KcRfug6JkP4Wo3ABWd60"",""https://lacrosse.labradorsports.com/play?l=1mxUE8zB8gQ0ilmlTJcy"",""https://lacrosse.labradorsports.com/play?l=dbBI7s9YNjCycslnCSmQ""]","The 2-2-3 Clear is just like a 4-3 clear except the midfielders cross the midline to bring riding players over the midline which should create more space and not let attackman and midfielders set traps and double too easily. | The 4 - 3 Clear puts 4 players across the midline and 3 players building the base of the clear.  The upfield players will work back to the ball and turn upfield. | The Diamond Clear creates a diamond with the upfield defenseman on the off box side -  both short stick midfielders in the middle (one restraining line -  one midline) -  and the LSM at the box. | The Shorty Low Clear or Punt Return is used when a team has an extremely athletic and elusive player that can easily run the ball out.  He will wait inside to get the ball and then run it to the offensive side of the field.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=rGeK9SpsldV6jkFh328n\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=KcRfug6JkP4Wo3ABWd60\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=1mxUE8zB8gQ0ilmlTJcy\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=dbBI7s9YNjCycslnCSmQ\"" style=\""max-width: 100%\""></iframe>""]"
"Syracuse Inbounds Play","","","Offense - Set Plays","Syracuse Inbounds Play","[""https://lacrosse.labradorsports.com/play?l=SBw2Pgi4lcOVHEPdtwOb""]","The Syracuse Inbound Play is a simple pick inside.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=SBw2Pgi4lcOVHEPdtwOb\"" style=\""max-width: 100%\""></iframe>""]"
"Terps Set Play","","","Offense - Set Plays","Terps Set Play","[""https://lacrosse.labradorsports.com/play?l=FVU4GOkCrDM91WqDxneG""]","This play was run by Maryland in the national championship game versus Cornell","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=FVU4GOkCrDM91WqDxneG\"" style=\""max-width: 100%\""></iframe>""]"
"Triangle Offense","","","Offense","Triangle Offense","[""https://lacrosse.labradorsports.com/play?l=wNDn9d63LNUoBZqmJnY7""]","The triangle offense is a simple offense built with 2 groups of 3 players.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=wNDn9d63LNUoBZqmJnY7\"" style=\""max-width: 100%\""></iframe>""]"
"Up Pick Nations - Righty Finish","","","Box","Up Pick Nations - Righty Finish","[""https://lacrosse.labradorsports.com/play?l=pfKifHnefeEVtPSwyjnS""]","A simple Man Up Play.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=pfKifHnefeEVtPSwyjnS\"" style=\""max-width: 100%\""></iframe>""]"
"Vs a Lock Off","","","Man Up","Vs a Lock Off","[""https://lacrosse.labradorsports.com/play?l=ieuK3p7r5zII5PGJZfhu""]","Simple and Effective. This man up play exposes the man down defensive strategy and allows your trigger man to read the field and make a variety of passes to open players.

If the on ball defenseman stays with -  throw back and play the backward 3v2.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=ieuK3p7r5zII5PGJZfhu\"" style=\""max-width: 100%\""></iframe>""]"
"Warrior Flip Play","","","Offense - Set Plays","Warrior Flip Play","[""https://lacrosse.labradorsports.com/play?l=oTW61xiVWpy2lua7QUbs""]","This play was run by Arapahoe HS vs Valor in the 2022 Quarterfinals","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=oTW61xiVWpy2lua7QUbs\"" style=\""max-width: 100%\""></iframe>""]"
"Wheels and Rotations","","","Zone Offense","Wheels and Rotations","[""https://lacrosse.labradorsports.com/play?l=C9T5sNiKfAaecOoZ68WN""]","This is a play in the 1-4–1 carry step off offense.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=C9T5sNiKfAaecOoZ68WN\"" style=\""max-width: 100%\""></iframe>""]"
"Wild Cat Zone Defense","","","Defense","Wild Cat Zone Defense","[""https://lacrosse.labradorsports.com/play?l=iSugpN8SEXGxsL7IeSVL""]","This slide will show the opportunity differences between a strong hand alley dodge and a weak hand funnel with a trap.","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=iSugpN8SEXGxsL7IeSVL\"" style=\""max-width: 100%\""></iframe>""]"
"Wing Pairs and 1","","","Box","Wing Pairs and 1","[""https://lacrosse.labradorsports.com/play?l=WnkAkxRu1BSyiyHOOC2z"",""https://lacrosse.labradorsports.com/play?l=2lKOLqQZIb56NBTf76d5""]","This is an experimental offense used to create a new type of set","[""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=WnkAkxRu1BSyiyHOOC2z\"" style=\""max-width: 100%\""></iframe>"",""<iframe width=\""500\"" height=\""500\"" src=\""https://lacrosse.labradorsports.com/play?l=2lKOLqQZIb56NBTf76d5\"" style=\""max-width: 100%\""></iframe>""]"
